id,language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id,notes
4614988a-6578-491b-b881-4bec9949dc61,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/live/c368rn00zxgt,2026-01-25T09:06:09.631Z,"Za ku iya leƙawa shafukan sada zumuntanmu na intanet, da facebook da X da kuma whatsapp domin karanta sauran labarai da kallon bidiyo da tafka muhawara kan labaran da mu ke wallafawa.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
199937fc-add2-4639-819a-6c4a370f5b87,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c2lgrqxylzjo,2026-01-25T09:06:10.304Z,"Tottenham da Liverpool na tattaunawa kan yarjejeniyar fam miliyan 5 game da kaftin din Scotland Andy Robertson, 31.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
a08fbe08-bc97-4fd3-8316-3ad6dab85989,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c2lgrqxylzjo,2026-01-25T09:06:10.305Z,A daya ɓangaren kuma Liverpool ta sabunta buƙatar da take yi wa ɗanwasan baya na Fulham da Amurka mai shekara 28 Antonee Robinson.,media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
5699b74d-b515-43e2-a283-d20406792339,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c2lgrqxylzjo,2026-01-25T09:06:10.306Z,"Bournemouth na dab da kammala yarjejeniya kan karɓo aron golan Lazio da Girka Christos Mandas, mai shekara 24.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
eff7409b-2eb8-4e97-8aff-07634524e8e7,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c2lgrqxylzjo,2026-01-25T09:06:10.307Z,"Arsenal sai ta lale fam miliyan 80 kafin ɗauko ɗanwasan gaba na Atletico Madrid da Argentina Julian Alvarez, mai shekara 25.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
a4a5b253-ed83-4092-8d85-1074c65ff026,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c2lgrqxylzjo,2026-01-25T09:06:10.307Z,"Sunderland ta tuntuɓi Borussia Monchengladbach game da golan Switzerland Jonas Omlin, mai shekara 32.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
e3cee4fc-6c10-4be2-89b5-c7611fa9dcea,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c2lgrqxylzjo,2026-01-25T09:06:10.308Z,"Ɗanwasan baya na Ukraine Oleksandr Zinchenko, mai shekara 29, na ci gaba da tattaunawa da Arsenal kan batun zama ɗanwasan Ajax maimakon aro.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
9774e98d-eefe-40ba-b57a-f90a7c55135c,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/c2lgrqxylzjo,2026-01-25T09:06:10.309Z,Crystal Palace na neman wanda zai maye gurbin Marc Guehi da ya koma taka leda a Manchester City.,media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
30c8f884-6cd8-4820-8752-6d5685150e5b,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.146Z,"Bayan da tankiya ta ɓarke tsakanin Washington da Tehran sakamakon ƙazamin murkushe masu zanga-zanga da gwamnatin Iran ta yi, Saudi Arabia da Qatar da Oman, sun ƙaddamar da wani gagarumin yunƙuri na hana shugaban Amurka Donald Trump kai wa Iran hari, saboda fargabar cewa irin wannan matakin zai haifar da ""mummunan martani a yankin"", kamar yadda wani babban jami'in Saudiyya ya shaida wa AFP.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
d09feee5-0d95-47df-97fd-b50104fc349a,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.147Z,"Jami'in na Saudiyya ya ce ƙasashen yankin Gulf guda uku sun gudanar da ƙasurgumin aikin diflomasiyya domin shawo kan shugaban Amurka ya bai wa shugabannin Iran damar nuna nadama, kuma har yanzu hanyoyin sadarwa a buɗe suke domin ƙarfafa amincewar juna.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
586e934d-a243-4c92-8ca4-8e3ab6f5d23d,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.147Z,"Yaya ƙasashen yankin Gulf na Farisa ke kallon ""makwabciyarsu da ek fama da rashin kwanciyar hankali"" kuma menene damuwarsu kan halin da ta ke ciki?",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
9576d789-ea64-4264-a43c-fc719ff4fff8,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.148Z,"Yiwuwar ɗaukar matakin soji na Amurka kan Iran ya kasance wani muhimmin batu da ke matuƙar kawo damuwa a ayyukan diflomasiyyan ƙasashen larabawa, musamman tsakanin kasashen da ke ƙungiyar ƙasashen yankin Gulf.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
d9390c00-fbf7-4d53-8c59-e105c2cc9e80,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.150Z,"Wannan damuwar ta samo asali ne daga kusancin da suke da ƙasar Iran, wanda duk da kasancewarta makwabciya ƙasashen yankin Tekun Fasha, dangantaka tsakaninsu ta na tangal-tangal tsakanin takun saƙa zuwa samun cikakkiyar fahimta zauwa yankewar zamantakewa baki ɗaya.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
62845f23-8ee5-457a-a925-c95c143a0deb,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.151Z,"Sai dai kuma, sake dawo da hulɗa tsakanin Saudiyya da Iran tare da shiga tsakani na ƙasar China a shekarar 2023, wani lokaci ne da ya kafa dangantakar a kan sabbin ginshiki, ciki har da mutunta ƙa'idar rashin tsoma baki a cikin harkokin cikin gidan juna, don samar da yanayin diflomasiyya na kwanciyar hankali.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
523251ca-d64e-45de-ac4c-93472bf4527e,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.152Z,"A cikin wannan yanayi, wasu manyan biranen yankin Gulf sun ƙulla hulɗar diflomasiyya da ɓangarori daban-daban don hana ɓarkewar rikici kan Iran, wanda zai iya haifar da sauyin gwamnati.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
21855f1e-2e22-410a-acb3-4f4298f0a757,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.153Z,"Ƙasashen yankin tekun Fasha na da gagarumin ƙarfin tattalin arziki da kuma zuba jari mai yawa a ƙasar Amurka, yayin da a sa'i daya kuma suna daidaita hulɗar da ke tsakaninsu da sauran manyan ƙasashen duniya ciki har da ƙasar China.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
e9e7aa5f-bb43-4d86-b4e9-d7cf5d0de1f1,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.154Z,"Wannan kayan aiki ya ba su damar da ba a taɓa ganin irinta ba wajen tafiyar da husuma da kuma yin matsin lamba kan ɓangarori daban-daban da nufin hana ɓarkewar tashin hankalin soji a Iran, kuma mafi mahimmanci, tabbatar da cewa yankin Gulf ya kasance cikin ƴanci daga duk wani rikici.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
ce630ff9-c97c-4eec-b526-2a9a4789db22,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.156Z,"Ahmed Shizawi, marubuci kuma mai sharhi kan harkokin siyasar Oman, ya yi imanin cewa, ƙasashen yankin Gulf na da ingantattaccen tsarin diflomasiyya da za su iya yin matsin lamba daga kowane ɓangare, ta hanyar sadarwa kai tsaye a lokutan tashin hankali ko kuma ta hanyar shiga tsakani, kamar abin da Oman ke yi da Iran.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
40910506-19ca-4819-85fb-c1a82b0ee80a,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.156Z,Yanzu za ku iya samun labaran BBC Hausa kai-tsaye a wayoyinku.,media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
c8708612-cf0c-43e7-bcf9-16778d5658f5,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.157Z,"A cikin shekaru 20 da suka gabata, ƙasashen yankin Gulf sun yi ƙoƙarin inganta tattalin arzikinsu a maimakon da dogaro da man fetur da kuma mayar da hankali kan ɓangarori daban-daban kamar ayyukan gidaje, yawon buɗe ido da fasaha da kiwon lafiya, da zuba jari.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
38d34971-0223-47af-9f57-d929742fb1fb,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.158Z,Sun kuma nemi ƙarfafa matsayinsu a tarukan duniya da cibiyoyin yanke shawara ta hanyar taka rawar shiga tsakani a lamuran kasa da kasa maus sarƙaƙiya.,media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
51f3b48d-8bea-4d95-a724-12f310f247c0,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.159Z,"To sai dai kuma a na su ɓangaren, har yanzu wannan yunƙurin na dauke da sharaɗin tabbatar da zaman lafiya a yankin, wanda duk wani hari da Amurka za ta iya kai wa Iran zai yi matuƙar tasiri.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
3924bb8d-f4d2-496c-bd68-816f4ddbc4a2,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.160Z,"Ahmed Shizawi, marubucim dan ƙasar Oman kuma manazarcin siyasa ya yi imanin cewa, ƙasashen yankin Gulf na fuskantar babban koma-baya dangane da yadda tashe-tashen hankula ke ƙara ƙamari a baya-bayan nan tsakanin Washington da Teheran, kuma suna kallon matakin na diflomasiyya a matsayin wani yunƙuri na tabbatar da tsaronsu a yankin da ka iya ganin taɓarɓrewar al'amura da ke barazana ga zaman lafiyarsu.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
2eb655d4-70fe-4fd1-86f1-c19017efad26,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.161Z,"Yana mai cewa: ""Don kiyaye zaman lafiya da tattalin arzikinsu da kuma hana ƙasashensu zama fagen daga a rikice-rikice tsakanin ƙasashen ketare, kodayaushe suna karkata zuwa ga tsarin diflomasiyya, da nufin jawo gwamnatin Amurka kan tafarkin diflomasiyya maimakon ɗaukar matakin soja.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
4d4e0333-3243-44ca-92a9-e88283d5948c,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.162Z,"Suna ci gaba da ƙulla ƙawance da Amurka, kuma a lokaci guda suna hulɗa da babbar makwabciyarsu kamar Iran.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
97a07bb9-5fff-4737-8cc4-55802278f1b1,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.163Z,"Samar da daidaito tsakanin ƙawance da Washington da hulɗa da Tehran, ya kasance babban ƙalubale ga ƙungiyar haɗin gwiwar ƙasashen yankin Gulf.""",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
c1d81478-75cf-47a1-b14e-63386224c9e5,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.164Z,"Ana nuna matuƙar shakku da damuwa kan yiwuwar rugujewar gwamnatin Iran a waɗannan ƙasashe, saboda ana fargabar hakan zai iya haifar da ɓullar mayaƙan sa-kai masu adawa da juna ko kuma bullowar ƙungiyoyi masu iƙirarin ballewa a cikin kasar.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
ed351719-2f7f-40da-95d6-3d3e093a8a73,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.165Z,"A cewar wasu majiyoyin da suka zanta da BBC, irin wannan lamari na iya haifar da ruɗani na tsaro, sakamakon cewa ba zai tsaya ga Iran kaɗai ba, zai iya yaɗuwa zuwa ƙasashen yankin Gulf.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
86e28bea-f7aa-4741-8f00-e78c8e82ced8,hausa,latin,Nigeria,standard_hausa,media,https://www.bbc.com/hausa/articles/cx2le5j6429o,2026-01-25T09:06:11.165Z,"Bugu da ƙari, suna nuna damuwa cewa ɗora gwamnatin da Amurka da Isra'ila ke marawa baya zai ƙara tasirin Isra'ila a cikin Iran.",media_and_online,news_reporting,public_interest,,safe,true,,Collected from BBC Hausa
