language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Dangana Musa Azare,culture_and_religion,person name,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04,"Shi shekara biyar yayi yana nan bashi da zuciyar yaje y agama wannan abun, ana nan ana cin zalin “innocent soul”",culture_and_religion,Sensitive personal incident,hate_or_insult,other,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"''Wannan kudin da kuka gani na Aliyu ne, kuma yana da wasu tari a gida an yi masa wasu duk na bogi har a Nijar haka ya fada min,'' Umar ya sake shaida wa 'yan sanda",livelihoods_and_work,Money belonging to Aliyu,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Muhammed Achimalo Garba, duk daga jahar Kano",culture_and_religion,person from Kano,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Taƙaitaccen tarihin Ahmadu Bello Sardauna,culture_and_religion,Ahmadu Bello Sardauna,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://ibrahim-sheme.blogspot.com/,2026-03-06,Ya yi karatun firamare har zuwa na digirin digirgir a Oxford,education,Education,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"An sake samun sauyi ko faɗaɗar waɗannan gundumomin mulki zuwa ƙanan hukumomi a shekarar 1976, a lokacin da gwamnatin tarayya ta yi dokar ƙananan hukumomi",governance_civic,Local government restructuring,public_interest,,safe,FALSE,
hausa,latin,Nigeria,Kano,web_public,https://twitter.com/all_abt_alamin/status/2016587559950807062,2026-01-28,[USER] Wai ni kam kun zabe shi ne domin yayi ma al'umma aiki ko kuma domin yayi ma kwankwaso biyayya. Ni na rasa gane irin tinanin ku. Da ace Allah ya hada ku da irin Uba Sani da shine zaku gane Allah daya ne. Ku gode ma Allah Abba yana aiki,governance_civic,Voting and political loyalty,public_interest,,safe,true
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Junaid na komawa gun aiki ya ci gaba da harkokinsa sai dai da ka gansa kasan there is something eating him inside, karfe biyar saura ya isa gida, ya jima xaune motarsa yana danne danne a waya, ganin motar da ke kokarin parking gefensa ya kashe motar ya fito ya rufe yayi part dinsa",livelihoods_and_work,Someone's return to work,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Saboda haka a wannan zama aka kafa jama’iyyun siyasa da suka haɗa daNPN, PRP, da sauransu”",governance_civic,Political parties,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://ibrahim-sheme.blogspot.com/,2026-03-06,"A shafi na 20, an ambaci Daily Times maimakon Nigerian Citizen",media_and_online,newspaper reference,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,Wasu sun yi kawance ta Allah da Annabi,culture_and_religion,religious oath,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Adadin da ya kama ƙasashe goma sha uku da ake yiwa da laƙabi da (13 colonies) – ƙasashen mulukiya 13 (New World Encylopedia, 2016; University of Wien, 2017; Bielefeld University, 2017; Wikipedia, 2017; Microsoft Encarta, 2009; Encyclopaedia Britannica, 2010; Softschools, 2017; Luscombe, 2012)",culture_and_religion,Hausa colonies,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Na makon gobe tun kan lokacin ko na baɗi tun kan shekarar ta kunno kai ta same shi ba shiri,livelihoods_and_work,planning and preparation,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Shi dai Havertz ya kasa komawa kan ganiya tun bayan da cutar korana ta damke shi, shi kuwa Werner ya yi wasa 12 ba tare da ya ci wa Chelsea kwallo ba, karon farko da ya dauki lokaci bai zura kwallo a raga ba tun da ya fara tamaula a Stuttgart a 2014/15Tun da aka fara wasannin Premier League na bana, Chelsea ba ta yi nasara a kan manyan kungiyoyin Premier biyar ba da suka hada da yin duro da Manchester United da kuma Tottenham, yayin da Liverpool da Arsenal da kuma Manchester City suka doke ta",livelihoods_and_work,Premier League football,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,""" Karasowa Hadiza tayi ta sauke mata wani wawan mari har biyu kamar an aikota sannan ta turata kasa a kan idon junaid da ya shigo parlon tana cewa ""wato har yanxu haukan bai bar ki ba kenan, jaka mara asali"" still Humainah tayi ganin Junaid, Hadiza na ganinsa ita ma ta kame wajen, gun Humainah ya nufa bai yi wata wata ba ya dauke ta da tagwayen mari, ai tuni Hadiza ta fice daga parlon tana tuntube, wani kara Humainah tayi ta durkushe wajen tana rike da kuncinta, ya kalli Jasmine dake durkushe kasa ta rike kanta, ya durkusa ya dagata ya nufi sama da ita, ba karamin wahala ta basa ba kafin ta cire hannayenta biyu daga rikon da tayi ma kanta kuka kawai take tana cewa kanta, kasa bude idon tayi ta rike hannunsa cikin kuka tace ""I can't open my eyes captain, kai na na min ciwo sosai"" bai san lokacin da ya rungumeta ba idonsa ya kada sosai, sun kusa minti sha biyar kafin ya mike ya sa mata hijab dinta ganin taki bude idon ya fita xuwa asibiti da ita",culture_and_religion,interpersonal drama,stereotypes,gender,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Allah kenan, me yadda ya so",culture_and_religion,religious expression,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04,"Sannan akwai wadanda suke da alaka da al'umma baki daya, lalle wanan yana nuna mana cewa matsayin ladaini a cikin al'umma ba karamin matsayi bane, muna rokon Allah da sunayan kyawawa da siffofin sa madaukaka ya yima jagora amin",culture_and_religion,Relationship of people in community,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Wannan adadi na zuwa ne yayin da gwamnatin ƙasar ke fuskantar ƙarin matsin lamba bayan tsaurara matakan hana kamuwa da cutar,governance_civic,COVID-19 measures,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ya ce masu iƙirarin jihadin sun tsallaka iyaka ne daga Najeriya,governance_civic,jihad attack,public_interest,,safe,false,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Gabumo Publishing Company Limited, Nigeria",livelihoods_and_work,business,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,ng/weekly/index,media_and_online,file path,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Sake gina katangar gidan sarki da duwatsu da siminti,livelihoods_and_work,Building construction,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Juyawa yayi shi ma ya fita bai ko kalleta ba ya fice daga dakin sai dai can kasar xuciyarsa ji yyi kmr an buga masa guduma kukanta dake dukan ears dinsa, kasa shiga dakinsa yayi, can kawai ya juya ya koma dakin nata",household_and_care,Someone leaving a room,public_interest,,safe,false,
hausa,latin,Nigeria,Standard,web_public,https://twitter.com/Bliss_beebaah/status/2016605704014946779,2026-01-28,Sedai kiyi hakuri amma tabbas mijinki yanada budurwa,culture_and_religion,infidelity,stereotypes,gender,sensitive,true
Hausa,latin,Nigeria,,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,", Sandström S",,,,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Ta ce: ""A gida muka same shi amma fa sai da aka haɗa da dabara sannan ya yarda aka tafi da shi, ƴan sanda aka je da su aka ce an zo kama shi ya yi laifi, don shi bai taɓa yarda yana da matsalar ƙwaƙwalwa ba",governance_civic,Police arrest someone,public_interest,,safe,false,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Encyclopaedia Britannica Ultimate Reference Suite,education,encyclopedia reference,specialized_advice,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://ibrahim-sheme.blogspot.com/,2026-03-06,Abin da ya karanta shi ne ilimin haɗa magunguna (Chemistry) da kuma harsunan Larabci da Latin da Girkanci,education,academic subjects,specialized_advice,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Amma a sauran kasashe ana amfani da wannan tsari wajen karba da aikawa da sakonnin tes, da sakonnin Imel da kuma yin hira da abokinka ta hanyar gajerun sakonni, wato Instant Chat",media_and_online,digital communication,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Haka za ka yi ta jele tsakanin masu gyaran waya da masu sayar da kayayyakinta, ba kowa zai iya gano abin da ke damunta ba",livelihoods_and_work,phone repair and sales,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04,Karni na 19 shi ne tsawon shekaru dari da suka faro daga shekarar 1800 zuwa 1900,culture_and_religion,history and time period,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"Baya ga haka, kamfanoni da masana'antu masu zaman kansu sun kori aƙalla mutum 22,000 daga aiki baki ɗaya saboda kasa biyansu albashi",livelihoods_and_work,job losses due to low pay,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04,"Suna masu danganta ayyuka daban-daban gare ta, wadanda suka shafi halayya da dabi'unta – irinsu imani, da taqawa, da yarda, da kunya, da kara, da tawakkali, da sauransu",culture_and_religion,Personal Qualities,public_interest,,safe,false,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,A Short Biography of Mark Zuckerberg,media_and_online,biography,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Sama ya tafi da ita xuwa dakinsa ya sa ta xauna bakin gado ya dauko tissue yana goge mata jinin dake ta xuba, ganin yanda take kuka yasa yace ""Sorry!"" Ta fashe da wani sabon kukan tace ""It's paining me"" kallon yatsan nata yake, ido ya lumshe a hankali ya sunkuyo dai dai kan yatsan yana hura mata iska, itama lusmshe idon tayi tana jin d'umin iskar da yake hura mata, har ya d'ago idonta na a lumshe, cute face d'inta da eye lashes d'inta ke kwance ya k'urawa ido, a hankali itama ta bud'e manyan idanunta ta sauk'e kan face d'inshi, cikin wani irin murya yace ""Does it still hurt?"", a hankali ta gyad'a mishi kai, spirit d'in da ya saka jikin wool d'in ya d'auko yasa mata kan yatsan, ido ta rintse ta saki k'ara tareda k'ank'ame mishi hannu tana haawaye",health,romantic interaction,public_interest,gender,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,EFCC ta kama kwamishinan Ganduje saboda 'almundahana'Kotu ta aika Abdulrasheed Maina gidan kasoYa kara da cewa yin hakan zai iya yin illa ga martabar mutanen da aka yi holensu ko da kuwa daga baya an gano ba su da laifi,governance_civic,"EFCC arrest Ganduje, court sends Maina to jail",public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Majalisar Turai (European Parliament) Majalisa Turai ɗaya ce daga cikin ɓangarorin gudanarwa (legislative) na Tarayyar Turai,governance_civic,European Parliament,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Alhaji Tanko bai samu nasarar kammala wannan makaranta ba sakamakon cire shi da mariƙiyarsa wato Yaya Boyi ta yi, ta kuma sake saka shi a wata makarantar karatun Alƙur’ani",education,Alhaji Tanko's schooling,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ya shaida wa BBC cewa a karshen shekara 2020 an bai wa kowace karamar hukuma ta jihar kudi Naira miliyan 20 domin ta gudanar da aikin gyaran azuzuwa a makarantun firamaren gwamnati,governance_civic,Government financial allocation,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ya zama dole mu ci gaba da mutunta abin da muka gada daga iyaye da kakanninmu na shekaru aru-aru'',culture_and_religion,Preserving cultural heritage,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Shi ma kamfanin Apple ya gargadi Parler cewa zai cire shi daga shagonsa na App Store idan bai bi ka'idojin tantance abubuwa ba,media_and_online,Apple warns Parler,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Fitowa ita ma tayi ta shige wani daki ta fara kuka, har rana bata fito ba, karfe uku tayi wanka ta sa hijab dinta ta fita ta nufi gate, tafiya kawai take har ta iso main road, tsaye tayi tana kalle kallen ababen hawa dake wucewa, ko sanin yanda xata ce su tsaya bata yi ba, can dai tayi deciding ta jira motar captain, ta kusa minti sha biyar tsaye sai wasa da hijab take wani mota yayi parking gefenta ta bi motar da ido, wani ne ya fito ya kusa minti uki tsaye kafin ya karaso kusa da ita yana kallonta ya rungume hannu yace ""Good afternoon!"" Dauke kai tayi ta turo baki, ya karyar da kai yace ""naga alamar kina jiran driver ne koh?"" Kallonsa tayi tace ""No motar captain nake jira in gani"" ya dan wara manyan idonsa yace ""Kike jira ki gani?"" Tace ""Eh"" yace ""Ohk yace maki yana xuwa ne?"" Girgixa masa kai tayi, ya d'an yi shiru kafin yace ""Toh ki kirasa"" tace ""Bana da waya"" yace ""Toh ga ta wa"" tace ""Bana da number"" murmushi yayi yana kallonta yace ""Ohh dat's good, to in yi dropping din ki?"" Kallonsa tayi tace ""Toh"" sannan ta nufi gaban motar, bin ta yayi da kallo har ta bude ta shiga, ya xaga shi ma ya shiga, sai da ya hau kan titi sannan yace ""Ina ne gidan ku"" buda hannu tayi tace ""Nima ban sani ba"" kallonta yayi da sauri yace ""Baki sani ba?"" Kamar xata yi kuka tace ""Ehh amma kamar ta can captain ya biyo, sai yayi corner"" waje ya samu yayi parking don kansa ya fara rikicewa yana kallonta yace ""Ya sunan ki!"" Langwabar da kai tayi ta wara ido tace ""Jasmine, jewel baby!"" Kallonta yake ko kiftawa bai yi, can yace ""Daga ina kike yanxu?"" Kamar xata yi kuka tace ""Uncle ne yayi min ihu ya koreni, shine xan je gidan Captain"" jinginar da kansa yayi jikin kujerar motar yace ""Toh fah!",household_and_care,Woman's journey,public_interest,,safe,false,
Hausa,latin,Nigeria,Katsina,web_public,https://gidanlabarai.blogspot.com/,2026-03-06,"Bayan isha mai martaba yasa aka kira masa Junaid, Junaid ya nemi gu ya xauna a babban parlon sarkin kansa a kasa, mai martaba yace ""Dama ina son sanar da kai nasa a nema min gida a can katsina da Zahrah xata xauna, hakan ya maka ko"" Junaid ya d'ago yana kallonsa, duk da yanda ransa ya bace bai nuna ba, cike da ladabi yace ""Ae ina da nawa gidan ranka shi dade"" Sarki yace ""Eh nasan da haka Ahmad, amma ina ga hakan xae fi gwara tayi xamanta a nata gidan",culture_and_religion,Noble person and his servant,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,"Jahar Kano Bayan shekaru bakwai da samun ‘yancin kan Najeriya, wannan gari mai tarin albarka ya zama jaha, a cikin shekarar 1967",culture_and_religion,History of Kano,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,Ɗan uwansa ya ce burinsa shi ne ya shiga aikin soja,livelihoods_and_work,Military career,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://kimiyyah.blogspot.com/,2026-03-04,Wannan sakamakon bincike shi ma bai dore ba,education,Research findings,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19,"To sai dai masarautar Hausawa ta Turai da ke birnin Paris na Faransa, a cewar Sarkin tana shirya tarukan gargajiya da suka hada da bikin suna da na aure da wasannin kamar yadda aka sani a al'adar Bahaushe",culture_and_religion,Hausa cultural events,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Hakimi shi ne ke jagorancin gunduma,governance_civic,leadership,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04,Washington A,culture_and_religion,place name,public_interest,,safe,FALSE,
Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19,"Kullum tana hira da jama'a, ta kasa samun lokacin maigida; daga abokananta sai kawayenta",livelihoods_and_work,Time management,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04,"A sanarwar da suka yada a kafafen sada zumunta a yammacin ranar Talata, ‘yan hamayya sun yi kashedi ga jam’iyyar PNDS mai mulki da ta dakatar da abinda suka kira take-take mai kama da yunkurin murda sakamaon zaben",governance_civic,Political event,public_interest,,sensitive,false,
