language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,collector_id
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Haka nan kuma saƙon na alamta halin da siyasar yankin ke ciki: Duk da cewa Amurka na da sansanoni da kuma dakaru a wasu daga cikin ƙasashen da ke maƙwaftaka da Iran, ƙasar za ta mayar da kanta saniyar ware idan ta riƙa kai musu hari.",governance_civic,Geopolitical situation,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Sai dai babu tabbas kan ko za a ga afuwar a aikace.,governance_civic,uncertain future event,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Rahotanni daga yankin na nuna cewa har yanzu Iran ba ta daina kai hare-hare ba.,governance_civic,Iran military actions,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Qatar da Haɗaɗɗiyar Daular Larabawa duk sun sanar da kakkaɓo makaman da Iran ta jefa musu.,governance_civic,Iran's missile attack,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Idan waɗannan hare-hare suka ci gaba, zai ɗora ayar tambaya kan ko akwai matsalar shugabanci a ƙasar ta Iran.",governance_civic,politics and governance,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Tun bayan hare-haren farko da aka kai wa Iran waɗanda suka hallaka jagororin Iran, ciki har da jagoran addini na ƙasar Ayatollah Ali Khamenei, tafiyar da ƙasar ta koma hannun wani kwamitin riƙon-ƙwarya.",governance_civic,Iran-related events,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A rubuce, wannan tsari zai bai wa mutane irin su Pezeshkian ƙarin faɗa a ji, fiye da a baya lokacin da mutum ɗaya ke da wuƙa da nama.",culture_and_religion,writing style,specialized_advice,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A aikace kuwa, tsarin zai haifar da rashin tabbas kan wanda ke da ikon jan ragamar dakarun sojin ƙasar, masu matuƙar ƙarfi, kamar dakarun juyin juya-hali.",governance_civic,military affairs,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Idan har aka ci gaba da ganin Iran na lkai hare-hare maƙwafta duk da kalaman shugaban ƙasar, hakan zai nuna cewa ko dai akwai matsala game da tsarin isar da saƙo ko kuma akwai wadanda ke nuna turjiya game da batun rage kai hare-hare.",media_and_online,Iran-related hate speech,hate_or_insult,ethnicity,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Masu ra'ayin mazan jiya da ke cikin harkar tsaro ta ƙasar sun daɗe suna ganin cewa matsin lamba ga ƙasashen yakin shi ne babban makamin da Iran za ta iya amfani da shi wajen kare kanta daga Isra'ila.,governance_civic,national security policy,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Martanin da aka samu daga cikin gida ya nuna rarrabuwar kai game da hakan.,household_and_care,household discovery,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Wasu masu ra'ayin riƙau a ƙasar sun soki lamirin kalaman shugaban ƙasar, inda suka bayyana kalaman a matsayin masu rauni.",governance_civic,Political criticism,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Halin da siyasar ƙasar ciki yanzu yana da sammatsi: an kashe da dama daga cikin jagororin ƙasar waɗanda suka kasance masu tsattsauran ra'ayi, sauran da suka rage na ƙasa-ƙasa kuwa na yin taka-tsantsan.",governance_civic,Current political situation,public_interest,,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Gare su, duk wani neman afuwa ga ƙasashen waje, tamkar miƙa wuya ne a wannan yanayi.",culture_and_religion,Seeking forgiveness abroad,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A wajen Iran kuwa, akwai martani daban-daban kan kamalam shugaban ƙasar.",governance_civic,Iran and Hausa leader,public_interest,,safe,false,
Hausa,latin,Nigeria,,web_public,https://www.bbc.com/hausa,2026-03-13,"Ba tare da ɓata lokaci ba, a shafinsa na sada zumunta, shugaban Amurka Donald Trump ya ce ""Iran ta nemi afuwa kuma ta miƙa wuya"" ga maƙwaftanta, inda ya ce matsin da Amurka da Isra'ila ke yi wa ƙasar na aiki.",,,,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Trump ya sha nanata cewa abu ɗaya da zai kawo ƙarshen rikicin Amurka da Iran shi ne idan Iran ɗin ta miƙa wuya.,governance_civic,US-Iran relations,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Sai dai wannan tamkar abu ne mai wuya a harkar diflomasiyya.,governance_civic,Diplomacy challenge,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A tarihi, abu ne mai wahala ka ga wata ƙasa ta miƙa wuya a lokacin rikicin, kawai a dalilin ruwan wuta ta sama, duk runtsi.",culture_and_religion,Historical events,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Sai dai idan an samu dakaru ta kasa waɗanda za su tursasa yin hakan.,livelihoods_and_work,obtaining land/plots,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Ga shugaba Pezeshkian da jagororin Iran, akwai yiwuwar abin da suke tunani daban ne.",governance_civic,Political leaders,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Tsagaita wuta zai iya samar da wani ɗan sarari.,household_and_care,fire safety,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Idan har wanda ya samu muƙamin jagoran addini na Iran ya zama mai tsattsauran ra'ayi, kafar cimma mafita ta hanyar diflomasiyya za ta ƙara tsukewa.",culture_and_religion,Iran religious leadership,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Haka nan kuma hakan zai ƙara ɗiga wata ayar tambayar: shin hakan na nuna cewa Pezeshkian mutum ne mai sauƙi hali wanda za a iya tattaunawa da shi, irin shugaban da ƙasashen Yamma za fi son su yi hulɗa da shi?",culture_and_religion,Hausa language and culture,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A cikin jawabinsa, ya yi ƙoƙarin haɗa bu biyu wuri ɗaya, turjiya da kuma bude ƙofa.",culture_and_religion,"Answering, effort, combining, translation, opening",public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Ya yi watsi da batun miƙa wuya, amma ya nuna buƙatar yin taka-tsantsan da ƙasashe maƙwafta.",governance_civic,Political issues,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A lokaci guda kuma, ana ci gaba da hasashen yadda jagorancin Iran zai kasance a nan gaba.",governance_civic,Iran leadership,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Manyan ƴan siyasa da malamai da kuma kwamandojin rundunar juyin juya hali za su iya ganin wannan a matsayin wata dama ta ƙarfafa kansu.,governance_civic,Politics and leadership,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Idan har Pezeshkian ya gaza kawo daidaito da kuma nuna ƙarfin iko kan dakarun ƙasar, masu adawa za su ga cewa akwai buƙatar a samu wani jagoran wanda ya fi shi tsattsauran ra'ayi.",governance_civic,political leadership,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Ya zuwa yanzu akasarin maƙaftwan Iran na taka-tsantsan, wasu kuma sun yi gum da bakunansu, suna jira su gani ko afuwar da shugaban ya nema za ta kawo sauyi a halin da ake ciki.",governance_civic,Iran political situation,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Isra'ila, wadda ke kallon rikicin a matsayin wata dama ta raunana daɗaɗɗiyar maƙiyiyarta, da wuya ta fassara wannan neman afuwa a matsayin wadda ta kai har zuciya.",culture_and_religion,Israel's perspective on conflict,stereotypes,ethnicity,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Akwai dai giɓi da yawa a cikin bayanin Shugaba Pezeshkian, kuma kila da gangan ne.",media_and_online,Pezeshkian's statement,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Zai iya yiwuwa saƙo ne na neman sassauta lamurra a halin da ake ciki, ko kuma wani mataki ne na nema wa Iran ƙarin lokaci ko kuma alamu na sauyin siyasa a ƙasar.",governance_civic,political affairs,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Ko kuma a yanayi irin wannan, zai iya zama duka ukun ne.",culture_and_religion,Possibility of situations,public_interest,,safe,false,
Hausa,latin,Nigeria,Unknown,web_public,https://www.bbc.com/hausa,2026-03-13,============================================================,media_and_online,punctuation,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,=== Kwamandojin sojin Najeriya uku da aka kashe cikin mako ɗaya ===,governance_civic,Nigerian army killings,public_interest,,safe,false,
Hausa,latin,Nigeria,Unknown,web_public,https://www.bbc.com/hausa,2026-03-13,URL: [URL],media_and_online,URL reference,public_interest,,safe,true,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A Najeriya, ana ci gaba da tafka muhawara kan irin ɓarnar da mayaƙan Boko Haram da Iswap suka yi wa rundunar tsaron ƙasar na hallaka mata sojoji manya da ƙanana a wasu hare-hare da suka girgiza ta.",governance_civic,Boko Haram and ISWAP attacks,public_interest,,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Tuni dai ISWAP ta ɗauki alhakin ƙaddamar da wasu hare-hare kan sansanonin sojin Najeriya a jihar Borno, inda a cikin cikin mako guda kacal ta kashe sojoji da dama bayan kashe fararen hula.",governance_civic,Boko Haram attack,public_interest,,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Cikin wata sanarwa da ƙungiyar ta fitar ta hannun kamfanin dillancin labarai na Amaq mai alaƙa da mayaƙan na Iswap, ta ce a makon jiya ne ta ƙaddamar da hare-haren.",media_and_online,Terrorist group Iswap attack,public_interest,,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Sai dai duk da cewa wasu kafofin yaɗa labaran Najeriya sun bayar da rahoton wasu daga cikin hare-hare, alƙaluman sojojin da suka mutun ya sha bamban da iƙirarin ƙungiyar ta ISWAP.",media_and_online,Media reports on Nigerian military,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Sai dai a wani salo da ba a saba gani ba ƙungiyar ta bayar da rahoton mutuwar mayaƙanta da dama a gumurzu da jami'an tsaro a lokacin hare-haren,governance_civic,Conflict and security,public_interest,ethnicity,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Ƙungiyar ta yi iƙirarin kai hari sansanonin soji har guda huɗu a cikin dare ɗaya, lamarin da ta ce ya yi sanadin mutuwar sojoji.",governance_civic,Military attack,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Sai dai wasu kafofin yaɗa labaran ƙasar sun ambato sojojin ƙasar na cewa sun samu nasarar daƙile hare-haren mayaƙan na Iswap a wasu sansanonin da ke jihar ta Borno.,governance_civic,military action against Boko Haram,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Ko a ranar Litinin, 23 ga watan Fabrairu ayarin sojojin da suke raka babban hafsan rundunar sojin ƙasan Najeriya ta 8 sun gwabza faɗa domin tsira daga harin ƙwanton ɓauna da Lakurawa ta kitsa musu a jihar Kebbi da ke arewa maso yamma.",governance_civic,Military action,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Hare-haren nan na zuwa ne a daidai lokacin da sojojin suke iƙirarin samun nasara a yaƙin da suke yi da matsalolin tsaro a faɗin Najeriya.,governance_civic,military operations and security in Nigeria,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A cikin mako ɗaya tal, rundunar sojin Najeriya ta rasa aƙalla kwamandojin sojin ƙasar guda uku a hare-hare manya da Iswap ta kai a wurare daban-daban a lokutua daban-daban, kamar yadda Jaridar Daily Trust a ƙasar ta ruwaito.",governance_civic,Nigerian army losses,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Sai dain rundunar sojin ba ta fito fili ta bayyana mutuwar kwamandojin nata ba, kodayake cikin wasu sanarwayi da ta fitar a baya-bayan nan ta amince da mutuwar dakarunta, cikin hare da wanda ta bayyana da ''jajirtaccen jagora''.",governance_civic,Military and leadership,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Rundunar tsaron Najeriyar ta yi asarar aƙalla kwamandoji masu yawa a cikin watanni ƙalilan, ciki har da Birgediya Uba Musa da rahotanni suka ce Iswap sun kashe a watan Nuwamban bara.",governance_civic,Nigerian military casualties,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Daily Trusta ta ce kwamandojin guda uku da aka kashe a cikin mako ɗaya su ne: Manj U.I.,governance_civic,Killing of three commandos,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Mairiga, wanda yake jagorantar sansanin Mayenti da Laftanal kanar Umar Faruq, kwamandan sansanin Birged 101 da ke Kukawa da Laftanal Kanal S.I Iliyasu wanda yake jagorantar sansanin Konduga.",governance_civic,Military leadership,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Wani abu da yake ƙara ɗaga hankalin mutane shi ne yadda aka kai yawancin hare-haren har sansanin sojojin, ko kuma aka musu kwanton ɓauna.",governance_civic,Violence and militarization,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Haka kuma a watannin baya ma an kashe kwamandojin soji a Damasak da Kukawa da Bama.,governance_civic,Military operations,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A ranar Litinin, 9 ga watan Maris ne mayaƙan Iswap suka kai hari a sansanin soji da ke ƙaramar hukumar Kukawa a jihar Borno.",governance_civic,Iswap attack on military base,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Bayanai sun nuna cewa a harin ne mayaƙan suka kashe kwamandan sansanin sojin, Laftanal kanal Umar Faruq tare da wasu sojoji da ba a ƙididdige ba.",governance_civic,Military operation,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A cewar Daily Trust maharan sun kutsa sansanin ne, suka buɗe wuta, inda suka tarwatsa sojojin, suka kuma kashe wasu, sannan suka cinna wa motocin sojoji wuta tare da kwashe makamai.",governance_civic,Attack on military,public_interest,,sensitive,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Kakakin rundunar musamman ta Operation Hadin Kai, Laftanal Kanal Sani Uba ya tabbatar da harin, inda ya ce an kashe wani gwarzon hafsa, amma bai bayyana sunansa ba.",governance_civic,Military operation report,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Ko a watan jiya ma rahotanni sun nuna cewa mayaƙan sun yi yunƙurin kutsawa sansanin, amma sojoji suka tare su, tare da tarwatsa su.",governance_civic,military operation,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,A ranar 1 ga watan Maris ne mayaƙan Boko Haram suka kai hari a sansanin soji da ke Mayenti a ƙaramar hukumar Bama.,governance_civic,Boko Haram attack,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Harin ya auku ne makonni kaɗan bayan an kashe wasu sojoji a harin da aka kai a sansanin soji da ke Jakana a ƙaramar hukumar Kaga.,governance_civic,Military attack,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"A ranar 6 ga watan Maris, kwamandan bataliya ta 222 a Konduga, Laftanal Kanal S.I Iliyasu ya rasu a wani harin mayaƙan Boko Haram, a cewar Jaridar ta Daily Trust.",governance_civic,Military death in Boko Haram attack,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,=== Ƴan Najeriya 4 da suka shiga jerin attajiran Afirka na 2026 ===,livelihoods_and_work,Wealthy Nigerians,public_interest,,safe,false,
Hausa,latin,Nigeria,Unknown,web_public,https://www.bbc.com/hausa,2026-03-13,URL: [URL],media_and_online,URL,public_interest,,safe,true,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Ƴan Najeriya huɗu sun samu shiga jerin attajiran Afirka 23 na 2026, kamar yadda mujallar Forbes mai nazarin alƙaluman tattalin arziki ta bayyana.",media_and_online,Nigerians in Forbes top Africans list,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Cikin rahotonta na shekara-shekara mujallar ta ce arzikin attajiran nahiyar Afirka ya yi matuƙar bunƙasa da kashi 21cikin 100 idan aka kwatanta da 2025, inda a yanzu jerin hamshaƙan attajiran nahiyar ke juya jarin dala biliyan 126.7 tsakaninsu.",livelihoods_and_work,African business and economy,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Ƙasar Afirka ta Kudu ce kan gaba a yawan attajiran da suka shiga jerin, inda take da guda bakwai, yayin da Masar ke biye mata da attajirai biyar a jerin, daga nan sai Najeriya mai huɗu, amma ƴanƙasarta ne gaba-gaba a jerin.",livelihoods_and_work,Ranking of African countries by wealth,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Mujallar ta ce jarin attajiran nahiyar ya yi matuƙar haɓaka, musamman daga bunƙasar kasuwanni da farfaɗowar darajar kuɗi a wasu ƙasashen nahiyar, lamarin da ya haifar musu da riba mai matuƙar gwaɓi.",livelihoods_and_work,Business and trade in the region,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,A cikin wannan maƙala mun duba ƴan Najeriya huɗu da suka shiga cikin jerin.,governance_civic,Nigerians involved,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Shugaban rukunin kamfanonin Dangoten ya ci gaba da riƙe matsayinsa na mutumin da ya fi kowa arziki a nahiyar Afirka.,livelihoods_and_work,Dangote's wealth,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Mujallar ta ce Dangote na da yawan jarin da ya kai dala biliyan 28.5.,livelihoods_and_work,Dangote's wealth,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://www.bbc.com/hausa,2026-03-13,A cewar mujallar ta Forbes a shekara mai ƙarewa arzikin attajirin - ɗan asalin jihar Kano da ke arewacin Najeriya - ya ƙaru da kusan dala biliyan 4.6.,livelihoods_and_work,Wealthy Nigerians,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Forbes ta alaƙanta ƙaruwar arzikin attajirin da bunƙasar hannayen jarin kamfaninsa na sumunti wanda ya ƙaru matuƙa.,livelihoods_and_work,business and finance,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Rahoton na Mujallar Forbes ya ce kamfanin simintin na Dangote ya ninka ribarsa a 2025, inda ya samu ribar naira tiriliyan ɗaya.",livelihoods_and_work,Dangote cement company earnings,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Mamallakin katafariyar matatar man fetur mafi girma a Afirkan a baya-bayan nan ya ƙulla yarjejeniyar dala miliyan 400 da wani kamfanin China domin ƙara yawan da matatar ke tacewa nan da 2029.,livelihoods_and_work,Oil refinery investment,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Mujallar Forbes ta ce shugaban rukunin kamfanonin na BUA ne ya fi kowane attajiri samun riba mafi yawa a Afirka.,livelihoods_and_work,Forbes magazine report,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,A cewar Forbes ƙididdigar jarin attajirin ta ƙaru da kashi 120 cikin 100.,livelihoods_and_work,Forbes list of richest,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://www.bbc.com/hausa,2026-03-13,"A yanzu ƙarfin jarin attajirin, wanda shi ma ɗan Kano ne a arewacin Najeriyar ya kai dala biliyan 11.2, daga dala biliyan 6.2 da yake a shekarar da ta gabata.",livelihoods_and_work,Wealth of a businessman,public_interest,,safe,false,
Hausa,latin,Nigeria,Kano,web_public,https://www.bbc.com/hausa,2026-03-13,"A yanzu Abdulsamad Isyaka Rabiu ne mutum na uku mafi arziki a nahiyar Afirka, daga matsayi na 6 da yake kai a shekarar da ta gabata.",livelihoods_and_work,Personal wealth ranking,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,Mujallar Forbes ta ce kamfanin sumunti na BUA ne kan gaba cikin abubuwan da suka ƙara wa attajirin riba da ƙarfin jari.,media_and_online,Forbes magazine,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Shugaban rukunin kamfanonin sadarwa na Globacom, Mike Adenuga ne mutum na uku cikin attajiran Najeriya da suka shiga jerin attajiran na Afirka.",livelihoods_and_work,Globacom chairman,public_interest,,safe,false,
Hausa,latin,Nigeria,Standard,web_public,https://www.bbc.com/hausa,2026-03-13,"Mujallar Forbes ta ce a yanzu attajirin shi ne mutum na shida cikin jerin attajiran Afirka, wanda ƙarfin jarinsa ya kai dala biliyan 6.5.",livelihoods_and_work,Hausa wealthy individuals,public_interest,,safe,false,
