sentence_id,language,script,country,region_dialect,source_type,source_ref,collection_date,text,domain,topic,theme,sensitive_characteristic,safety_flag,pii_removed,target_gender,bias_label,explicitness,stereotype_category,sentiment_toward_referent,device,qa_status,annotation_date,annotation_time_seconds,document_id,notes,review_notes,collector_id,annotator_id
69afc8197547e26ce3a70fcc,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,"A wani bincike da aka rataya (Attached) a shafin Intanet na Jami'ar Athens University of Economics and Business (2016), ya ambata cewa ministan harkokin ƙasashen waje na ƙasar Faransa Robert Schuman ya gabatar da buƙatar haɗe kamfaninkan tama da ƙarafa (Coal and Steen Industries) na ƙasashen Turawa a cikin shekarar 1950 wanda ya haifar da yin taro a garin Paris inda waɗannan ƙasashen: Belgium, France, Italy, Luvembourg, the Netherlands da West Germany suka cimma yarjejeniyar kafa kamfanin European Coal and Steel Community (ECSC) a shekarar 1951",governance_civic,Economic integration in Europe,public_interest,,safe,false,male,neutral,implicit,,,,accepted,2026-03-10T12:54:41.704Z,9009,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fd1,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,"Aliyu wanda ke sanye da wata doguwar riga mai launin ruwan toka da ratsin fari, kuma ya ɗora wata kwat a kai ita ma mai launin ruwan toka, sanye kuma da hula ɗinkin hannu da aka fi sani da 'Zanna Bukar' mai launin makuba, ya fara yi masa bayani kan yadda wannan aljani ya shafe shekara uku yana yadararsa",culture_and_religion,traditional Hausa attire,public_interest,,safe,false,male,stereotype,implicit,daily_life,negative,narrative,accepted,2026-03-10T13:06:41.064Z,9729,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fd3,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,"Ray matashi ne da ya gama jami'a, ya kuma yi ayyuka sosai wajen ganin ci gaban rayuwarsa",education,Education and career,public_interest,,safe,false,male,neutral,implicit,,,,accepted,2026-03-10T13:09:27.342Z,9895,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fd7,Hausa,latin,Nigeria,Standard,web_public,https://nuriddeen.blogspot.com/,2026-03-06T00:00:00.000Z,"sai tagwaye Hasan (Mujtaba) ya rasu, amma Husaininsa (Imam ko Ruhullah) yana raye",culture_and_religion,death and living,public_interest,,safe,false,male,neutral,implicit,,,,accepted,2026-03-10T13:13:54.066Z,10161,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fdf,Hausa,latin,Nigeria,Kano,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,Shi ne mutumin da ya fara gabatar da mauludin wanda ya kafa Ƙadiriyya (Maulana Sheikh Abdulƙadir Jilani) a Kano a shekarar 1959,culture_and_religion,Maulana Sheikh Abdulkadir Jilani,public_interest,,safe,false,male,neutral,implicit,,,,accepted,2026-03-10T13:25:46.309Z,263,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fe4,hausa,latin,Nigeria,Kano,web_public,https://twitter.com/Muhammadb723/status/2016693826212036649,2026-01-29T00:00:00.000Z,[USER] Amma kurinka gaya mata idan tana hira da mutane ta riqa Dan murmuhi Mana haba kamar soja kin turke fuska haka haba mana hajiya thanks,culture_and_religion,Criticism and chastisement,hate_or_insult,gender,sensitive,true,female,stereotype,explicit,appearance,negative,narrative,accepted,2026-03-10T13:31:34.063Z,611,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fe6,Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04T00:00:00.000Z,"Ya gagara yaci abinci, saboda ya san an kaishi a kashe shine",livelihoods_and_work,Food and eating,public_interest,,safe,false,male,stereotype,explicit,proverb_idiom,negative,narrative,accepted,2026-03-10T13:35:49.914Z,865,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70f99,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,"Daftarin wanda shugabar majalisar wakilan kasar Nancy Pelosi ta gabatar, na kunshe ne da zarge-zarge na aikata manya da kananan laifukan da ake tuhumar shugaban kasar, ciki har da tunzura al'umma su yi bore",governance_civic,Political allegations,hate_or_insult,ethnicity,sensitive,false,female,neutral,implicit,leadership,positive,,accepted,2026-03-10T07:53:52.240Z,1503,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70f9d,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,""" A kalla kwakwalwar ba ta tacewa kamar yadda ya kamata",culture_and_religion,idioms and metaphors,public_interest,,safe,false,unknown,stereotype,explicit,daily_life,neutral,narrative,accepted,2026-03-10T08:09:06.683Z,2428,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fa0,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,"Shi da Marigayi Nmadi Azikwe (Onlinenigeria, 2012)",media_and_online,Proper names,public_interest,,safe,false,male,neutral,explicit,,neutral,narrative,accepted,2026-03-10T08:27:44.604Z,978,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fa5,Hausa,latin,Nigeria,Standard,web_public,https://www.voahausa.com/,2026-03-04T00:00:00.000Z,Tuni hukumar ta yiwa sama da mutum miliyan 44 rajistan zama dan kasa a fadin kasar kana tana hasashen yiwa mutum miliyan 45 rajista a cikin lokaci kalilan,governance_civic,population registration,public_interest,,safe,false,neutral,neutral,explicit,,positive,narrative,accepted,2026-03-10T09:02:40.930Z,3069,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fa8,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,Masu bibiyarmu ta wannan shafi a nan muka zo ga ƙarshen kawo muku labaran duniya kai tsaye a wannan rana ta Litinin,media_and_online,news from around the world,public_interest,,safe,false,neutral,neutral,explicit,,neutral,narrative,accepted,2026-03-10T09:09:06.319Z,3459,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70faa,Hausa,latin,Nigeria,Kano,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,"Sheikh Aminu Ibrahim DaurawaAsalin hoton, Sheikh Amunu Ibrahim DaurawaSheikh Aminu Daurawa, fitaccen malamin addinin musulunci a Kano, ya ce akwai wasu ma'aunai guda biyar a addinin musulunci, wadanda duk wani abu da ya taso ake sanya shi a gurbi daya daga cikinsu",culture_and_religion,Islamic scholar's views,public_interest,religion,safe,false,male,neutral,explicit,religion_culture,positive,narrative,accepted,2026-03-10T09:48:39.336Z,108,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fac,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,Ana amfani da shi har yanzu kuma a ina ake amfani da shi?,livelihoods_and_work,use of tool,public_interest,,safe,false,neutral,neutral,explicit,,neutral,narrative,accepted,2026-03-10T09:51:28.086Z,276,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fb0,Hausa,latin,Nigeria,Standard,web_public,https://nuriddeen.blogspot.com/,2026-03-06T00:00:00.000Z,MA'U SHIFA CURE FOR TOILET INFECTION: Wato Maganinmu Da Ke Warkar Da Cututtukan Da Ake Dauka A Ban-daki Na Gama-gari,health,Toilet infection cure,public_interest,,safe,false,neutral,stereotype,explicit,daily_life,negative,narrative,accepted,2026-03-10T09:58:10.828Z,59,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fb2,Hausa,latin,Nigeria,Standard,web_public,https://fasahar-intanet.blogspot.com/,2026-02-19T00:00:00.000Z,"A takaice dai kowanne na da fagensa, kuma za su ci gaba da habaka lokaci-lokaci, iya gwargwadon yadda bincike ko mu’amala da su ya kama",livelihoods_and_work,Personal attributes and progress,public_interest,,safe,false,male,neutral,explicit,,neutral,narrative,accepted,2026-03-10T09:59:32.427Z,141,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fb9,Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,"Junaid ya dinga dariya ya bi bayansa, a waje suka ga yarinyar tsaye bakin motar ta, tana ganin sun fito ta nufe su, Har Junaid xai shiga mota ya tsaya, ta karasowa cikin sakin fuska tace ""Am really grateful, Allah ya saka da khairan"" xai yi magana yaji El-ameen ya warce ledan hannunsa ya xaga ya shige motarsa ya tada ya bar wajen, Junaid ya wara ido ya bi motar da kallo, haka ma yarinyar ta bi motar da kallon mamaki, can ta maido da dubanta ga Junaid ta kirkiri murmushi kawai ta juya tace ""Sai da safe"" ta bar wajen, Junaid ya sauke ajiyar xuciya sai kuma ya d'aga kafada ya bi bayanta, kusan a tare suka shiga motarta, ya kalleta yace ""Amm drop me plss idan ba damuwa, abokina ya tafi da motar"" ta gyada masa kai tace ""Alryt!"" Sai da suka hau kan titi sannan tace ""Ina ka nufa?"" Ba tare da ya kalleta ba ya gaya mata, ta bude ido tace ""Ohh it's very far, mu nan kusa muke, kaga kafin in kai ka in dawo dare xai yi kuma Mum xata min fada ne, but nevertheless bari kawai inyi driving xuwa gida idan ya so sai ka tafi da motar ko gobe sai ka maido min"" shiru yayi bai ce komai ba, can yace ""Baxa ace komai a gidanku ba"" a hankali tace ""I will explain everything to mum"" yace ""Toh nagode"" cikin mintunan da basu wuce goma ba ta iso anguwarsu tayi parking kusa da gate din wani kantamemen gida ta juya tana kallonsa tace ""Nan ne gidanmu"" yace ""Ohhk"" bude motar tayi ta fito ta bude back seat ta kwashi kayanta ta rufe tana kallonsa tace ""Tohm sai da safe"" bude motar yayi ya fito ya dawo driver seat yace ""Ohk, alryt!",culture_and_religion,Kind gesture,public_interest,,safe,false,mixed,neutral,implicit,,neutral,narrative,accepted,2026-03-10T10:22:35.234Z,703,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fbb,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,"Ofishinta nakare hakkin bil adama ya ce a ranar Alhamis ne aka aiwatar da hukuncin kisan kan Mohammad Hassan Rezaiee, mai shekaru 30",governance_civic,Execution of Mohammad Hassan Rezaiee,public_interest,age,sensitive,false,male,stereotype,explicit,leadership,negative,narrative,accepted,2026-03-10T10:26:49.063Z,136,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fc0,Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,""" Dakewa junaid yayi yace ""Toh xan so ace gidana aka fara kai ta kafin ta tare can gidan"" Sarki ya d'an yi shiru sai kuma yace ""Ohk, but baxata wuce kwana biyu gidan naka ba"" Junaid ya gyada masa kai yace ""In'sha Allah"" Sarki yace ""Toh bbu damuwa"" junaid bai jima parlon ba ya mike ya fice bayan sarkin ya basa shawarwari masu ma'ana, takaici ya ishesa lkci daya maganan Aliyu ya fado masa da yake cewa ae an fara kafa masa rule kenan tunda 'yar gidan sarauta ya aura, wani tsaki ya ja a xuciyarsa yace ba shi Ahmad din ba knn",governance_civic,traditional Hausa leadership,public_interest,,safe,false,mixed,stereotype,explicit,religion_culture,negative,sarcasm,accepted,2026-03-10T12:39:25.673Z,8092,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fc3,Hausa,latin,Nigeria,Standard,web_public,https://munbarin-musulunci.blogspot.com/,2026-03-04T00:00:00.000Z,"Maganar mahrami maganace da ta taso a aikin Hajjin wannan shekarar ta 1433 Hijira ko 2012 miladiyya, a inda akan hakanne hukumar kasar Saudiya ta dawo da mahajjata mata masu tarin yawa daga kasar, na farko da maganar mahrami tabbatacciiyace a shara'a domin ta fitone daga bakin Ma'aikin Allah –tsira da amincin Allah su tabbata a gareshi- ba Magana bace da hukumar kasar Saudiya ta kirkiri bam domin na ji Nura Das Ahirarsa da jaridar Leadership Hausa bugu na 313, a shafi na 25 yana cewa Ba kowanne mahajjaci bane ke bin akidar Wahabiyaci, Su a mazahabinsu na Ja'afariyyah wanda aka fi sani Shi'a mace idan ta amincewa kanta ko waliyyanta sun amince mata zata iya tafiya ko inane, wannan Magana tasu ta nuna abinda acewa su Shi'a ba abinda ya hada su da karantarwar ma'aikin Allah, in banda ina maganar bin tafarkin ma'aikin Allah ina kuma maganar wahabiyanci?",culture_and_religion,Pilgrimage to Mecca,public_interest,,safe,false,mixed,stereotype,explicit,education,negative,narrative,accepted,2026-03-10T12:43:51.237Z,8358,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fc6,Hausa,latin,Nigeria,Unknown,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,Published 1992 — 2 editions,media_and_online,book publication,public_interest,,safe,false,unknown,neutral,explicit,,,,accepted,2026-03-10T12:45:59.417Z,8487,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fcb,Hausa,latin,Nigeria,Standard,web_public,https://www.rumbunilimi.com.ng/,2026-03-04T00:00:00.000Z,UN Honours Obasanjo With Global Leadership Award,governance_civic,Global Leadership Award,public_interest,,safe,false,male,neutral,implicit,,positive,narrative,accepted,2026-03-10T12:53:24.321Z,8932,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fce,Hausa,latin,Nigeria,Kano,web_public,https://gidanlabarai.blogspot.com/,2026-03-06T00:00:00.000Z,"Wasa wasa har 2 dayz El-ameen yaki xuwa can gidan, ya ma kashe wayoyinsa gaba daya, shi ma Junaid ya fita harkarsa bai kuma bin ta kansa ba, matsalarsa daya yanda Jasmine taki cin komai, gashi da ganinta xaka san abu na damunta, duk taki sakin jiki, though in yaje gidan da yamma ta kan je ta kwanta gefensa ko ta xauna kusa da shi, amma duk yanda xai yi da ita ta ci abinci bata ci, sai dai k'adan shi ma da kyar, in ya takurata tayi masa ihu, bini bini xaka ga ta kalli kofa ko taje can ta tsaya kamar dai tana jiran wani, on the third day Mama jummai ta dawo ya sallami nurse din, yasan yanxun xata fara cin abincin tunda ga mama jummai kila dama don bata saba da nurse din bane amma sai yaga otherwise don yi ma tayi kamar bata taba ganin mama jumman ba, ta kuma ki cin abincin still, da mama jummai ta tambaye Junaid El-Ameen ce mata yayi, yayi tafiya ne, duk abinda mama jummai tasan tana so sai da ta yi ta bata duk taki sai ketchup da take ta sha, duk baiwar Allahn ta rame",household_and_care,Personal drama and conflict,public_interest,,sensitive,false,mixed,neutral,implicit,,,,accepted,2026-03-10T13:02:33.557Z,9480,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
69afc8197547e26ce3a70fd0,Hausa,latin,Nigeria,Standard,web_public,www.bbc.com/hausa,2026-02-19T00:00:00.000Z,"Jami'ai a Jamhuriyar Nijar sun ce kimanin mutum 100 ne suka mutu a wani hari da aka kai wasu kauyuka biyu a kasar, wanda ake zargin masu ikirarin jihadi da kaiwa",governance_civic,Terrorist attack,public_interest,,safe,false,neutral,stereotype,explicit,religion_culture,negative,narrative,accepted,2026-03-10T13:05:04.225Z,9632,30e35419-3ab6-47b0-a888-ac033bb50711,,,69afc71a7547e26ce3a70f88,69afc71a7547e26ce3a70f88
